scenario,repeat,n_train,slope_comparator_train_error,volatility_comparator_train_error,ar_comparator_train_error,slope_comparator_test_error,volatility_comparator_test_error,ar_comparator_test_error,oracle_comparator,oracle_comparator_test_error,selector_comparator,selector_train_error,selector_test_error,selector_oracle_excess,common_head_train_error,common_head_test_error,common_head_generalization_gap,common_head_abs_generalization_gap,common_head_oracle_excess,common_head_train_auc,common_head_test_auc,ar_phi_alt,mixed_ar_phi,mixed_family_probability
volatility,308,1000,0.43,0.022,0.422,0.4085,0.019,0.444,volatility,0.019,volatility,0.022,0.019,0.0,0.012,0.01025,-0.0017499999999999,0.0017499999999999,-0.0087499999999999,0.999508,0.99951625,1.1,1.1,0.3333333333333333
volatility,309,200,0.42,0.01,0.475,0.40725,0.02025,0.44825,volatility,0.02025,volatility,0.01,0.02025,0.0,0.0,0.0115,0.0115,0.0115,-0.00875,1.0,0.999172125,1.1,1.1,0.3333333333333333
volatility,309,500,0.428,0.024,0.456,0.40725,0.02025,0.44825,volatility,0.02025,volatility,0.024,0.02025,0.0,0.008,0.00875,0.00075,0.00075,-0.0115,0.99976,0.99948,1.1,1.1,0.3333333333333333
volatility,309,1000,0.43,0.019,0.45,0.40725,0.02025,0.44825,volatility,0.02025,volatility,0.019,0.02025,0.0,0.01,0.00925,-0.00075,0.00075,-0.011,0.999484,0.9994935,1.1,1.1,0.3333333333333333
volatility,310,200,0.385,0.005,0.43,0.411,0.01875,0.44675,volatility,0.01875,volatility,0.005,0.01875,0.0,0.0,0.01175,0.01175,0.01175,-0.0069999999999999,1.0,0.999432,1.1,1.1,0.3333333333333333
volatility,310,500,0.394,0.014,0.45,0.411,0.01875,0.44675,volatility,0.01875,volatility,0.014,0.01875,0.0,0.008,0.00875,0.00075,0.00075,-0.0099999999999999,0.999792,0.99934475,1.1,1.1,0.3333333333333333
volatility,310,1000,0.392,0.017,0.44,0.411,0.01875,0.44675,volatility,0.01875,volatility,0.017,0.01875,0.0,0.009,0.00875,-0.0002499999999999,0.0002499999999999,-0.0099999999999999,0.99972,0.999357,1.1,1.1,0.3333333333333333
volatility,311,200,0.4,0.015,0.435,0.40875,0.02125,0.44675,volatility,0.02125,volatility,0.015,0.02125,0.0,0.02,0.01025,-0.00975,0.00975,-0.011,0.9989,0.9996205,1.1,1.1,0.3333333333333333
volatility,311,500,0.412,0.02,0.446,0.40875,0.02125,0.44675,volatility,0.02125,volatility,0.02,0.02125,0.0,0.012,0.00975,-0.00225,0.00225,-0.0115,0.999136,0.999547,1.1,1.1,0.3333333333333333
volatility,311,1000,0.417,0.019,0.444,0.40875,0.02125,0.44675,volatility,0.02125,volatility,0.019,0.02125,0.0,0.013,0.00975,-0.0032499999999999,0.0032499999999999,-0.0115,0.99914,0.9996245,1.1,1.1,0.3333333333333333
volatility,312,200,0.4,0.02,0.475,0.4155,0.017,0.44325,volatility,0.017,volatility,0.02,0.017,0.0,0.0,0.01,0.01,0.01,-0.007,1.0,0.999504,1.1,1.1,0.3333333333333333
volatility,312,500,0.402,0.016,0.462,0.4155,0.017,0.44325,volatility,0.017,volatility,0.016,0.017,0.0,0.006,0.0095,0.0034999999999999,0.0034999999999999,-0.0075,0.999264,0.999505,1.1,1.1,0.3333333333333333
volatility,312,1000,0.408,0.019,0.45,0.4155,0.017,0.44325,volatility,0.017,volatility,0.019,0.017,0.0,0.006,0.00925,0.0032499999999999,0.0032499999999999,-0.00775,0.99942,0.99951925,1.1,1.1,0.3333333333333333
volatility,313,200,0.39,0.015,0.445,0.41475,0.01875,0.445,volatility,0.01875,volatility,0.015,0.01875,0.0,0.0,0.01225,0.01225,0.01225,-0.0064999999999999,1.0,0.999305375,1.1,1.1,0.3333333333333333
volatility,313,500,0.394,0.018,0.416,0.41475,0.01875,0.445,volatility,0.01875,volatility,0.018,0.01875,0.0,0.008,0.01075,0.0027499999999999,0.0027499999999999,-0.008,0.999888,0.99948025,1.1,1.1,0.3333333333333333
volatility,313,1000,0.393,0.018,0.424,0.41475,0.01875,0.445,volatility,0.01875,volatility,0.018,0.01875,0.0,0.015,0.01,-0.0049999999999999,0.0049999999999999,-0.0087499999999999,0.999672,0.99955175,1.1,1.1,0.3333333333333333
volatility,314,200,0.385,0.03,0.46,0.41325,0.01525,0.44325,volatility,0.01525,volatility,0.03,0.01525,0.0,0.0,0.015,0.015,0.015,-0.00025,1.0,0.99941225,1.1,1.1,0.3333333333333333
volatility,314,500,0.408,0.02,0.432,0.41325,0.01525,0.44325,volatility,0.01525,volatility,0.02,0.01525,0.0,0.006,0.00875,0.00275,0.00275,-0.0064999999999999,0.999824,0.99943875,1.1,1.1,0.3333333333333333
volatility,314,1000,0.412,0.02,0.446,0.41325,0.01525,0.44325,volatility,0.01525,volatility,0.02,0.01525,0.0,0.007,0.0085,0.0015,0.0015,-0.0067499999999999,0.999712,0.9994765,1.1,1.1,0.3333333333333333
volatility,315,200,0.42,0.015,0.49,0.41675,0.01725,0.44225,volatility,0.01725,volatility,0.015,0.01725,0.0,0.0,0.0185,0.0185,0.0185,0.0012499999999999,1.0,0.998529625,1.1,1.1,0.3333333333333333
volatility,315,500,0.416,0.02,0.45,0.41675,0.01725,0.44225,volatility,0.01725,volatility,0.02,0.01725,0.0,0.0,0.01125,0.01125,0.01125,-0.006,1.0,0.999149875,1.1,1.1,0.3333333333333333
volatility,315,1000,0.419,0.018,0.436,0.41675,0.01725,0.44225,volatility,0.01725,volatility,0.018,0.01725,0.0,0.008,0.0105,0.0025,0.0025,-0.00675,0.999732,0.99948975,1.1,1.1,0.3333333333333333
volatility,316,200,0.4,0.015,0.435,0.426,0.016,0.4415,volatility,0.016,volatility,0.015,0.016,0.0,0.0,0.012,0.012,0.012,-0.004,1.0,0.99934025,1.1,1.1,0.3333333333333333
volatility,316,500,0.398,0.012,0.448,0.426,0.016,0.4415,volatility,0.016,volatility,0.012,0.016,0.0,0.006,0.0095,0.0034999999999999,0.0034999999999999,-0.0065,0.99992,0.99961875,1.1,1.1,0.3333333333333333
volatility,316,1000,0.407,0.021,0.454,0.426,0.016,0.4415,volatility,0.016,volatility,0.021,0.016,0.0,0.003,0.0085,0.0055,0.0055,-0.0075,0.999924,0.99960875,1.1,1.1,0.3333333333333333
volatility,317,200,0.415,0.025,0.42,0.4205,0.0155,0.44525,volatility,0.0155,volatility,0.025,0.0155,0.0,0.02,0.014,-0.006,0.006,-0.0014999999999999,0.9987,0.99932875,1.1,1.1,0.3333333333333333
volatility,317,500,0.416,0.02,0.438,0.4205,0.0155,0.44525,volatility,0.0155,volatility,0.02,0.0155,0.0,0.016,0.01075,-0.00525,0.00525,-0.00475,0.999008,0.999611,1.1,1.1,0.3333333333333333
volatility,317,1000,0.405,0.017,0.447,0.4205,0.0155,0.44525,volatility,0.0155,volatility,0.017,0.0155,0.0,0.011,0.0095,-0.0014999999999999,0.0014999999999999,-0.006,0.999448,0.9996685,1.1,1.1,0.3333333333333333
volatility,318,200,0.435,0.02,0.44,0.41025,0.0175,0.44675,volatility,0.0175,volatility,0.02,0.0175,0.0,0.0,0.012,0.012,0.012,-0.0055,1.0,0.999181,1.1,1.1,0.3333333333333333
volatility,318,500,0.444,0.01,0.426,0.41025,0.0175,0.44675,volatility,0.0175,volatility,0.01,0.0175,0.0,0.0,0.011,0.011,0.011,-0.0065,1.0,0.99945725,1.1,1.1,0.3333333333333333
volatility,318,1000,0.433,0.011,0.445,0.41025,0.0175,0.44675,volatility,0.0175,volatility,0.011,0.0175,0.0,0.004,0.01,0.006,0.006,-0.0075,0.999948,0.999398,1.1,1.1,0.3333333333333333
volatility,319,200,0.41,0.005,0.46,0.41875,0.02475,0.446,volatility,0.02475,volatility,0.005,0.02475,0.0,0.0,0.0135,0.0135,0.0135,-0.01125,1.0,0.9992705,1.1,1.1,0.3333333333333333
volatility,319,500,0.436,0.012,0.446,0.41875,0.02475,0.446,volatility,0.02475,volatility,0.012,0.02475,0.0,0.002,0.0145,0.0125,0.0125,-0.01025,0.999952,0.99914725,1.1,1.1,0.3333333333333333
volatility,319,1000,0.436,0.019,0.436,0.41875,0.02475,0.446,volatility,0.02475,volatility,0.019,0.02475,0.0,0.007,0.01375,0.00675,0.00675,-0.011,0.999212,0.9994115,1.1,1.1,0.3333333333333333
volatility,320,200,0.405,0.03,0.465,0.415,0.01925,0.44425,volatility,0.01925,volatility,0.03,0.01925,0.0,0.01,0.0105,0.0005,0.0005,-0.0087499999999999,0.9976,0.999353,1.1,1.1,0.3333333333333333
volatility,320,500,0.414,0.022,0.454,0.415,0.01925,0.44425,volatility,0.01925,volatility,0.022,0.01925,0.0,0.006,0.009,0.0029999999999999,0.0029999999999999,-0.01025,0.99896,0.99951725,1.1,1.1,0.3333333333333333
volatility,320,1000,0.418,0.018,0.442,0.415,0.01925,0.44425,volatility,0.01925,volatility,0.018,0.01925,0.0,0.003,0.00875,0.00575,0.00575,-0.0104999999999999,0.99954,0.99958825,1.1,1.1,0.3333333333333333
volatility,321,200,0.43,0.04,0.455,0.414,0.02075,0.45125,volatility,0.02075,volatility,0.04,0.02075,0.0,0.015,0.01125,-0.00375,0.00375,-0.0095,0.9976,0.99951325,1.1,1.1,0.3333333333333333
volatility,321,500,0.432,0.022,0.448,0.414,0.02075,0.45125,volatility,0.02075,volatility,0.022,0.02075,0.0,0.01,0.00925,-0.00075,0.00075,-0.0115,0.998688,0.99961525,1.1,1.1,0.3333333333333333
volatility,321,1000,0.427,0.021,0.453,0.414,0.02075,0.45125,volatility,0.02075,volatility,0.021,0.02075,0.0,0.01,0.01025,0.00025,0.00025,-0.0105,0.999344,0.999592,1.1,1.1,0.3333333333333333
volatility,322,200,0.45,0.02,0.435,0.4085,0.01625,0.43775,volatility,0.01625,volatility,0.02,0.01625,0.0,0.0,0.02275,0.02275,0.02275,0.0064999999999999,1.0,0.99849825,1.1,1.1,0.3333333333333333
volatility,322,500,0.424,0.016,0.44,0.4085,0.01625,0.43775,volatility,0.01625,volatility,0.016,0.01625,0.0,0.002,0.017,0.015,0.015,0.00075,0.999744,0.99909225,1.1,1.1,0.3333333333333333
volatility,322,1000,0.414,0.018,0.448,0.4085,0.01625,0.43775,volatility,0.01625,volatility,0.018,0.01625,0.0,0.012,0.00875,-0.0032499999999999,0.0032499999999999,-0.0075,0.999224,0.9996635,1.1,1.1,0.3333333333333333
volatility,323,200,0.405,0.025,0.425,0.419,0.0155,0.44325,volatility,0.0155,volatility,0.025,0.0155,0.0,0.0,0.0115,0.0115,0.0115,-0.004,1.0,0.997326375,1.1,1.1,0.3333333333333333
volatility,323,500,0.408,0.024,0.442,0.419,0.0155,0.44325,volatility,0.0155,volatility,0.024,0.0155,0.0,0.014,0.01025,-0.00375,0.00375,-0.0052499999999999,0.998848,0.99937075,1.1,1.1,0.3333333333333333
volatility,323,1000,0.413,0.022,0.437,0.419,0.0155,0.44325,volatility,0.0155,volatility,0.022,0.0155,0.0,0.011,0.01025,-0.0007499999999999,0.0007499999999999,-0.0052499999999999,0.999164,0.99939775,1.1,1.1,0.3333333333333333
volatility,324,200,0.355,0.015,0.44,0.412,0.01925,0.4455,volatility,0.01925,volatility,0.015,0.01925,0.0,0.0,0.01225,0.01225,0.01225,-0.0069999999999999,1.0,0.999189875,1.1,1.1,0.3333333333333333
volatility,324,500,0.404,0.014,0.438,0.412,0.01925,0.4455,volatility,0.01925,volatility,0.014,0.01925,0.0,0.004,0.01175,0.00775,0.00775,-0.0075,0.999952,0.998896,1.1,1.1,0.3333333333333333
volatility,324,1000,0.39,0.019,0.443,0.412,0.01925,0.4455,volatility,0.01925,volatility,0.019,0.01925,0.0,0.006,0.00775,0.0017499999999999,0.0017499999999999,-0.0115,0.999844,0.99937775,1.1,1.1,0.3333333333333333
volatility,325,200,0.395,0.015,0.45,0.41125,0.01775,0.4395,volatility,0.01775,volatility,0.015,0.01775,0.0,0.01,0.0135,0.0034999999999999,0.0034999999999999,-0.0042499999999999,0.9999,0.9993065,1.1,1.1,0.3333333333333333
volatility,325,500,0.408,0.02,0.444,0.41125,0.01775,0.4395,volatility,0.01775,volatility,0.02,0.01775,0.0,0.006,0.0115,0.0055,0.0055,-0.0062499999999999,0.999856,0.9992145,1.1,1.1,0.3333333333333333
volatility,325,1000,0.416,0.021,0.446,0.41125,0.01775,0.4395,volatility,0.01775,volatility,0.021,0.01775,0.0,0.006,0.0095,0.0034999999999999,0.0034999999999999,-0.0082499999999999,0.999876,0.999595,1.1,1.1,0.3333333333333333
volatility,326,200,0.405,0.01,0.42,0.416,0.0175,0.45,volatility,0.0175,volatility,0.01,0.0175,0.0,0.0,0.014,0.014,0.014,-0.0035,1.0,0.99909975,1.1,1.1,0.3333333333333333
volatility,326,500,0.422,0.014,0.446,0.416,0.0175,0.45,volatility,0.0175,volatility,0.014,0.0175,0.0,0.006,0.00625,0.00025,0.00025,-0.01125,0.999872,0.99965,1.1,1.1,0.3333333333333333
volatility,326,1000,0.42,0.019,0.436,0.416,0.0175,0.45,volatility,0.0175,volatility,0.019,0.0175,0.0,0.007,0.00675,-0.00025,0.00025,-0.01075,0.99978,0.99964925,1.1,1.1,0.3333333333333333
volatility,327,200,0.445,0.005,0.43,0.4175,0.0155,0.439,volatility,0.0155,volatility,0.005,0.0155,0.0,0.0,0.01075,0.01075,0.01075,-0.00475,1.0,0.99956425,1.1,1.1,0.3333333333333333
volatility,327,500,0.434,0.016,0.434,0.4175,0.0155,0.439,volatility,0.0155,volatility,0.016,0.0155,0.0,0.008,0.008,0.0,0.0,-0.0075,0.999792,0.99968075,1.1,1.1,0.3333333333333333
volatility,327,1000,0.423,0.017,0.438,0.4175,0.0155,0.439,volatility,0.0155,volatility,0.017,0.0155,0.0,0.007,0.00825,0.00125,0.00125,-0.0072499999999999,0.999716,0.9996745,1.1,1.1,0.3333333333333333
volatility,328,200,0.405,0.015,0.45,0.41575,0.0195,0.439,volatility,0.0195,volatility,0.015,0.0195,0.0,0.01,0.009,-0.001,0.001,-0.0105,0.9998,0.999478,1.1,1.1,0.3333333333333333
volatility,328,500,0.402,0.014,0.444,0.41575,0.0195,0.439,volatility,0.0195,volatility,0.014,0.0195,0.0,0.006,0.0095,0.0034999999999999,0.0034999999999999,-0.01,0.999952,0.99950925,1.1,1.1,0.3333333333333333
volatility,328,1000,0.406,0.012,0.448,0.41575,0.0195,0.439,volatility,0.0195,volatility,0.012,0.0195,0.0,0.007,0.0095,0.0024999999999999,0.0024999999999999,-0.01,0.999912,0.99953425,1.1,1.1,0.3333333333333333
volatility,329,200,0.37,0.02,0.445,0.41575,0.016,0.44725,volatility,0.016,volatility,0.02,0.016,0.0,0.01,0.01025,0.00025,0.00025,-0.00575,0.9996,0.9992575,1.1,1.1,0.3333333333333333
volatility,329,500,0.396,0.018,0.452,0.41575,0.016,0.44725,volatility,0.016,volatility,0.018,0.016,0.0,0.006,0.00975,0.00375,0.00375,-0.00625,0.999728,0.99946425,1.1,1.1,0.3333333333333333
volatility,329,1000,0.392,0.02,0.438,0.41575,0.016,0.44725,volatility,0.016,volatility,0.02,0.016,0.0,0.007,0.00875,0.00175,0.00175,-0.0072499999999999,0.99966,0.99947725,1.1,1.1,0.3333333333333333
volatility,330,200,0.38,0.035,0.42,0.41125,0.0205,0.44425,volatility,0.0205,volatility,0.035,0.0205,0.0,0.035,0.012,-0.023,0.023,-0.0085,0.9985,0.9994525,1.1,1.1,0.3333333333333333
volatility,330,500,0.41,0.02,0.428,0.41125,0.0205,0.44425,volatility,0.0205,volatility,0.02,0.0205,0.0,0.018,0.01175,-0.0062499999999999,0.0062499999999999,-0.00875,0.99952,0.99944825,1.1,1.1,0.3333333333333333
volatility,330,1000,0.408,0.016,0.431,0.41125,0.0205,0.44425,volatility,0.0205,volatility,0.016,0.0205,0.0,0.014,0.012,-0.002,0.002,-0.0085,0.999564,0.99950875,1.1,1.1,0.3333333333333333
volatility,331,200,0.41,0.025,0.455,0.4225,0.0175,0.44675,volatility,0.0175,volatility,0.025,0.0175,0.0,0.0,0.01225,0.01225,0.01225,-0.00525,1.0,0.999119875,1.1,1.1,0.3333333333333333
volatility,331,500,0.408,0.022,0.44,0.4225,0.0175,0.44675,volatility,0.0175,volatility,0.022,0.0175,0.0,0.008,0.01175,0.00375,0.00375,-0.00575,0.998976,0.99925225,1.1,1.1,0.3333333333333333
volatility,331,1000,0.41,0.021,0.443,0.4225,0.0175,0.44675,volatility,0.0175,volatility,0.021,0.0175,0.0,0.012,0.0105,-0.0014999999999999,0.0014999999999999,-0.007,0.999208,0.9992775,1.1,1.1,0.3333333333333333
volatility,332,200,0.395,0.015,0.425,0.41625,0.018,0.43775,volatility,0.018,volatility,0.015,0.018,0.0,0.005,0.01175,0.00675,0.00675,-0.0062499999999999,0.9997,0.9994025,1.1,1.1,0.3333333333333333
volatility,332,500,0.384,0.016,0.45,0.41625,0.018,0.43775,volatility,0.018,volatility,0.016,0.018,0.0,0.012,0.0105,-0.0014999999999999,0.0014999999999999,-0.0074999999999999,0.999776,0.99955675,1.1,1.1,0.3333333333333333
volatility,332,1000,0.382,0.014,0.443,0.41625,0.018,0.43775,volatility,0.018,volatility,0.014,0.018,0.0,0.006,0.01,0.004,0.004,-0.0079999999999999,0.99986,0.99958375,1.1,1.1,0.3333333333333333
volatility,333,200,0.385,0.02,0.445,0.421,0.019,0.4415,volatility,0.019,volatility,0.02,0.019,0.0,0.015,0.01125,-0.00375,0.00375,-0.00775,0.9985,0.999318,1.1,1.1,0.3333333333333333
volatility,333,500,0.386,0.024,0.436,0.421,0.019,0.4415,volatility,0.019,volatility,0.024,0.019,0.0,0.01,0.01125,0.0012499999999999,0.0012499999999999,-0.00775,0.999488,0.99929925,1.1,1.1,0.3333333333333333
volatility,333,1000,0.4,0.027,0.433,0.421,0.019,0.4415,volatility,0.019,volatility,0.027,0.019,0.0,0.016,0.0115,-0.0045,0.0045,-0.0075,0.99878,0.99932,1.1,1.1,0.3333333333333333
volatility,334,200,0.385,0.025,0.46,0.422,0.01825,0.44375,volatility,0.01825,volatility,0.025,0.01825,0.0,0.015,0.012,-0.0029999999999999,0.0029999999999999,-0.0062499999999999,0.9988,0.99945025,1.1,1.1,0.3333333333333333
volatility,334,500,0.412,0.014,0.448,0.422,0.01825,0.44375,volatility,0.01825,volatility,0.014,0.01825,0.0,0.008,0.01075,0.0027499999999999,0.0027499999999999,-0.0075,0.999664,0.99948075,1.1,1.1,0.3333333333333333
volatility,334,1000,0.424,0.019,0.438,0.422,0.01825,0.44375,volatility,0.01825,volatility,0.019,0.01825,0.0,0.011,0.009,-0.002,0.002,-0.00925,0.999504,0.99949625,1.1,1.1,0.3333333333333333
volatility,335,200,0.395,0.005,0.455,0.40975,0.01875,0.43525,volatility,0.01875,volatility,0.005,0.01875,0.0,0.0,0.01575,0.01575,0.01575,-0.0029999999999999,1.0,0.999013,1.1,1.1,0.3333333333333333
volatility,335,500,0.41,0.014,0.46,0.40975,0.01875,0.43525,volatility,0.01875,volatility,0.014,0.01875,0.0,0.004,0.012,0.008,0.008,-0.0067499999999999,0.999872,0.9993355,1.1,1.1,0.3333333333333333
volatility,335,1000,0.41,0.015,0.45,0.40975,0.01875,0.43525,volatility,0.01875,volatility,0.015,0.01875,0.0,0.006,0.01025,0.00425,0.00425,-0.0084999999999999,0.999908,0.999559,1.1,1.1,0.3333333333333333
volatility,336,200,0.435,0.055,0.505,0.409,0.019,0.43875,volatility,0.019,volatility,0.055,0.019,0.0,0.005,0.025,0.02,0.02,0.006,0.9995,0.99900825,1.1,1.1,0.3333333333333333
volatility,336,500,0.402,0.032,0.448,0.409,0.019,0.43875,volatility,0.019,volatility,0.032,0.019,0.0,0.004,0.017,0.013,0.013,-0.0019999999999999,0.999776,0.9996145,1.1,1.1,0.3333333333333333
volatility,336,1000,0.402,0.027,0.442,0.409,0.019,0.43875,volatility,0.019,volatility,0.027,0.019,0.0,0.006,0.01325,0.0072499999999999,0.0072499999999999,-0.00575,0.999808,0.999582,1.1,1.1,0.3333333333333333
volatility,337,200,0.41,0.045,0.435,0.40525,0.01725,0.4415,volatility,0.01725,volatility,0.045,0.01725,0.0,0.0,0.0135,0.0135,0.0135,-0.00375,1.0,0.99794975,1.1,1.1,0.3333333333333333
volatility,337,500,0.404,0.03,0.434,0.40525,0.01725,0.4415,volatility,0.01725,volatility,0.03,0.01725,0.0,0.012,0.011,-0.001,0.001,-0.00625,0.99952,0.99936175,1.1,1.1,0.3333333333333333
volatility,337,1000,0.41,0.021,0.433,0.40525,0.01725,0.4415,volatility,0.01725,volatility,0.021,0.01725,0.0,0.009,0.00925,0.00025,0.00025,-0.008,0.999612,0.99958475,1.1,1.1,0.3333333333333333
volatility,338,200,0.43,0.015,0.445,0.41625,0.021,0.449,volatility,0.021,volatility,0.015,0.021,0.0,0.0,0.0235,0.0235,0.0235,0.0024999999999999,1.0,0.9981825,1.1,1.1,0.3333333333333333
volatility,338,500,0.418,0.014,0.442,0.41625,0.021,0.449,volatility,0.021,volatility,0.014,0.021,0.0,0.008,0.0125,0.0045,0.0045,-0.0085,0.999824,0.9995815,1.1,1.1,0.3333333333333333
volatility,338,1000,0.416,0.02,0.435,0.41625,0.021,0.449,volatility,0.021,volatility,0.02,0.021,0.0,0.01,0.01175,0.0017499999999999,0.0017499999999999,-0.00925,0.999448,0.99962275,1.1,1.1,0.3333333333333333
volatility,339,200,0.4,0.01,0.455,0.4155,0.0155,0.43425,volatility,0.0155,volatility,0.01,0.0155,0.0,0.01,0.01225,0.00225,0.00225,-0.0032499999999999,0.9998,0.999461,1.1,1.1,0.3333333333333333
volatility,339,500,0.412,0.016,0.442,0.4155,0.0155,0.43425,volatility,0.0155,volatility,0.016,0.0155,0.0,0.016,0.0085,-0.0075,0.0075,-0.0069999999999999,0.99952,0.99961025,1.1,1.1,0.3333333333333333
volatility,339,1000,0.412,0.016,0.426,0.4155,0.0155,0.43425,volatility,0.0155,volatility,0.016,0.0155,0.0,0.012,0.0085,-0.0034999999999999,0.0034999999999999,-0.0069999999999999,0.999556,0.99957175,1.1,1.1,0.3333333333333333
volatility,340,200,0.41,0.005,0.45,0.41625,0.01975,0.4415,volatility,0.01975,volatility,0.005,0.01975,0.0,0.0,0.00975,0.00975,0.00975,-0.01,1.0,0.99954975,1.1,1.1,0.3333333333333333
volatility,340,500,0.412,0.012,0.456,0.41625,0.01975,0.4415,volatility,0.01975,volatility,0.012,0.01975,0.0,0.0,0.0115,0.0115,0.0115,-0.00825,1.0,0.99518175,1.1,1.1,0.3333333333333333
volatility,340,1000,0.402,0.013,0.462,0.41625,0.01975,0.4415,volatility,0.01975,volatility,0.013,0.01975,0.0,0.006,0.0105,0.0045,0.0045,-0.00925,0.999764,0.9994995,1.1,1.1,0.3333333333333333
volatility,341,200,0.415,0.025,0.455,0.416,0.017,0.44175,volatility,0.017,volatility,0.025,0.017,0.0,0.0,0.0165,0.0165,0.0165,-0.0005,1.0,0.99919275,1.1,1.1,0.3333333333333333
volatility,341,500,0.404,0.014,0.464,0.416,0.017,0.44175,volatility,0.017,volatility,0.014,0.017,0.0,0.0,0.0125,0.0125,0.0125,-0.0045,1.0,0.99950575,1.1,1.1,0.3333333333333333
volatility,341,1000,0.401,0.019,0.451,0.416,0.017,0.44175,volatility,0.017,volatility,0.019,0.017,0.0,0.009,0.01025,0.00125,0.00125,-0.00675,0.999488,0.99961825,1.1,1.1,0.3333333333333333
volatility,342,200,0.43,0.015,0.46,0.409,0.02,0.4435,volatility,0.02,volatility,0.015,0.02,0.0,0.0,0.013,0.013,0.013,-0.007,1.0,0.99943575,1.1,1.1,0.3333333333333333
volatility,342,500,0.404,0.018,0.442,0.409,0.02,0.4435,volatility,0.02,volatility,0.018,0.02,0.0,0.004,0.01275,0.0087499999999999,0.0087499999999999,-0.00725,0.999952,0.99939075,1.1,1.1,0.3333333333333333
volatility,342,1000,0.403,0.023,0.44,0.409,0.02,0.4435,volatility,0.02,volatility,0.023,0.02,0.0,0.007,0.012,0.005,0.005,-0.008,0.999688,0.999354,1.1,1.1,0.3333333333333333
volatility,343,200,0.395,0.02,0.435,0.407,0.017,0.44425,volatility,0.017,volatility,0.02,0.017,0.0,0.0,0.0095,0.0095,0.0095,-0.0075,1.0,0.999357875,1.1,1.1,0.3333333333333333
volatility,343,500,0.412,0.014,0.448,0.407,0.017,0.44425,volatility,0.017,volatility,0.014,0.017,0.0,0.004,0.009,0.0049999999999999,0.0049999999999999,-0.008,0.999952,0.999391,1.1,1.1,0.3333333333333333
volatility,343,1000,0.404,0.018,0.452,0.407,0.017,0.44425,volatility,0.017,volatility,0.018,0.017,0.0,0.008,0.0075,-0.0005,0.0005,-0.0095,0.999792,0.99951525,1.1,1.1,0.3333333333333333
volatility,344,200,0.42,0.01,0.46,0.41325,0.01775,0.4385,volatility,0.01775,volatility,0.01,0.01775,0.0,0.0,0.01675,0.01675,0.01675,-0.0009999999999999,1.0,0.999037,1.1,1.1,0.3333333333333333
volatility,344,500,0.426,0.022,0.452,0.41325,0.01775,0.4385,volatility,0.01775,volatility,0.022,0.01775,0.0,0.016,0.01275,-0.00325,0.00325,-0.0049999999999999,0.999712,0.999424,1.1,1.1,0.3333333333333333
volatility,344,1000,0.431,0.02,0.458,0.41325,0.01775,0.4385,volatility,0.01775,volatility,0.02,0.01775,0.0,0.008,0.01175,0.00375,0.00375,-0.0059999999999999,0.999824,0.99942075,1.1,1.1,0.3333333333333333
volatility,345,200,0.44,0.025,0.46,0.4145,0.0215,0.44725,volatility,0.0215,volatility,0.025,0.0215,0.0,0.01,0.00975,-0.00025,0.00025,-0.0117499999999999,0.9998,0.99924325,1.1,1.1,0.3333333333333333
volatility,345,500,0.422,0.02,0.448,0.4145,0.0215,0.44725,volatility,0.0215,volatility,0.02,0.0215,0.0,0.004,0.009,0.0049999999999999,0.0049999999999999,-0.0124999999999999,0.999952,0.999302,1.1,1.1,0.3333333333333333
volatility,345,1000,0.422,0.021,0.446,0.4145,0.0215,0.44725,volatility,0.0215,volatility,0.021,0.0215,0.0,0.005,0.0095,0.0045,0.0045,-0.0119999999999999,0.999924,0.99942325,1.1,1.1,0.3333333333333333
volatility,346,200,0.43,0.005,0.45,0.4155,0.01525,0.44525,volatility,0.01525,volatility,0.005,0.01525,0.0,0.0,0.02175,0.02175,0.02175,0.0064999999999999,1.0,0.9987985,1.1,1.1,0.3333333333333333
volatility,346,500,0.412,0.012,0.44,0.4155,0.01525,0.44525,volatility,0.01525,volatility,0.012,0.01525,0.0,0.014,0.01025,-0.00375,0.00375,-0.0049999999999999,0.999712,0.999537,1.1,1.1,0.3333333333333333
volatility,346,1000,0.413,0.017,0.446,0.4155,0.01525,0.44525,volatility,0.01525,volatility,0.017,0.01525,0.0,0.009,0.00925,0.00025,0.00025,-0.006,0.999752,0.99962675,1.1,1.1,0.3333333333333333
volatility,347,200,0.43,0.025,0.395,0.4165,0.021,0.44925,volatility,0.021,volatility,0.025,0.021,0.0,0.0,0.01075,0.01075,0.01075,-0.01025,1.0,0.998877375,1.1,1.1,0.3333333333333333
volatility,347,500,0.418,0.018,0.408,0.4165,0.021,0.44925,volatility,0.021,volatility,0.018,0.021,0.0,0.0,0.01025,0.01025,0.01025,-0.01075,1.0,0.998182875,1.1,1.1,0.3333333333333333
volatility,347,1000,0.42,0.021,0.43,0.4165,0.021,0.44925,volatility,0.021,volatility,0.021,0.021,0.0,0.004,0.01025,0.00625,0.00625,-0.01075,0.999904,0.99953175,1.1,1.1,0.3333333333333333
volatility,348,200,0.4,0.01,0.4,0.4135,0.01575,0.43925,volatility,0.01575,volatility,0.01,0.01575,0.0,0.0,0.021,0.021,0.021,0.00525,1.0,0.99662175,1.1,1.1,0.3333333333333333
