scenario,repeat,n_train,slope_comparator_train_error,volatility_comparator_train_error,ar_comparator_train_error,slope_comparator_test_error,volatility_comparator_test_error,ar_comparator_test_error,oracle_comparator,oracle_comparator_test_error,selector_comparator,selector_train_error,selector_test_error,selector_oracle_excess,common_head_train_error,common_head_test_error,common_head_generalization_gap,common_head_abs_generalization_gap,common_head_oracle_excess,common_head_train_auc,common_head_test_auc,ar_phi_alt,mixed_ar_phi,mixed_family_probability
volatility,65,500,0.396,0.008,0.444,0.421,0.019,0.44325,volatility,0.019,volatility,0.008,0.019,0.0,0.004,0.0095,0.0055,0.0055,-0.0095,0.999952,0.9996475,1.1,1.1,0.3333333333333333
volatility,65,1000,0.404,0.01,0.445,0.421,0.019,0.44325,volatility,0.019,volatility,0.01,0.019,0.0,0.007,0.01125,0.0042499999999999,0.0042499999999999,-0.00775,0.999868,0.99959625,1.1,1.1,0.3333333333333333
volatility,66,200,0.395,0.02,0.44,0.42625,0.015,0.44675,volatility,0.015,volatility,0.02,0.015,0.0,0.015,0.01325,-0.0017499999999999,0.0017499999999999,-0.0017499999999999,0.9992,0.999315,1.1,1.1,0.3333333333333333
volatility,66,500,0.398,0.014,0.432,0.42625,0.015,0.44675,volatility,0.015,volatility,0.014,0.015,0.0,0.006,0.011,0.0049999999999999,0.0049999999999999,-0.004,0.99968,0.99953925,1.1,1.1,0.3333333333333333
volatility,66,1000,0.407,0.018,0.445,0.42625,0.015,0.44675,volatility,0.015,volatility,0.018,0.015,0.0,0.008,0.00975,0.0017499999999999,0.0017499999999999,-0.0052499999999999,0.999708,0.9996615,1.1,1.1,0.3333333333333333
volatility,67,200,0.435,0.015,0.46,0.41325,0.01775,0.44275,volatility,0.01775,volatility,0.015,0.01775,0.0,0.0,0.01725,0.01725,0.01725,-0.0004999999999999,1.0,0.99882825,1.1,1.1,0.3333333333333333
volatility,67,500,0.428,0.018,0.438,0.41325,0.01775,0.44275,volatility,0.01775,volatility,0.018,0.01775,0.0,0.008,0.0115,0.0034999999999999,0.0034999999999999,-0.0062499999999999,0.999856,0.99944975,1.1,1.1,0.3333333333333333
volatility,67,1000,0.409,0.017,0.437,0.41325,0.01775,0.44275,volatility,0.01775,volatility,0.017,0.01775,0.0,0.01,0.00925,-0.00075,0.00075,-0.0084999999999999,0.999256,0.99952325,1.1,1.1,0.3333333333333333
volatility,68,200,0.43,0.01,0.47,0.413,0.018,0.443,volatility,0.018,volatility,0.01,0.018,0.0,0.0,0.0165,0.0165,0.0165,-0.0014999999999999,1.0,0.999002375,1.1,1.1,0.3333333333333333
volatility,68,500,0.416,0.016,0.444,0.413,0.018,0.443,volatility,0.018,volatility,0.016,0.018,0.0,0.008,0.0095,0.0014999999999999,0.0014999999999999,-0.0084999999999999,0.999632,0.99946725,1.1,1.1,0.3333333333333333
volatility,68,1000,0.42,0.017,0.447,0.413,0.018,0.443,volatility,0.018,volatility,0.017,0.018,0.0,0.005,0.00875,0.00375,0.00375,-0.0092499999999999,0.999868,0.99954775,1.1,1.1,0.3333333333333333
volatility,69,200,0.4,0.015,0.475,0.41525,0.01775,0.43975,volatility,0.01775,volatility,0.015,0.01775,0.0,0.015,0.00975,-0.0052499999999999,0.0052499999999999,-0.0079999999999999,0.9993,0.999355,1.1,1.1,0.3333333333333333
volatility,69,500,0.402,0.016,0.456,0.41525,0.01775,0.43975,volatility,0.01775,volatility,0.016,0.01775,0.0,0.008,0.0085,0.0005,0.0005,-0.0092499999999999,0.999648,0.99955125,1.1,1.1,0.3333333333333333
volatility,69,1000,0.397,0.021,0.451,0.41525,0.01775,0.43975,volatility,0.01775,volatility,0.021,0.01775,0.0,0.008,0.00825,0.00025,0.00025,-0.0094999999999999,0.99974,0.999591,1.1,1.1,0.3333333333333333
volatility,70,200,0.39,0.01,0.43,0.41425,0.0195,0.43825,volatility,0.0195,volatility,0.01,0.0195,0.0,0.0,0.03,0.03,0.03,0.0104999999999999,1.0,0.99722125,1.1,1.1,0.3333333333333333
volatility,70,500,0.384,0.014,0.43,0.41425,0.0195,0.43825,volatility,0.0195,volatility,0.014,0.0195,0.0,0.008,0.00925,0.0012499999999999,0.0012499999999999,-0.01025,0.99984,0.99959125,1.1,1.1,0.3333333333333333
volatility,70,1000,0.409,0.009,0.439,0.41425,0.0195,0.43825,volatility,0.0195,volatility,0.009,0.0195,0.0,0.004,0.00975,0.00575,0.00575,-0.00975,0.99992,0.99962725,1.1,1.1,0.3333333333333333
volatility,71,200,0.415,0.01,0.455,0.41475,0.0195,0.43575,volatility,0.0195,volatility,0.01,0.0195,0.0,0.0,0.01325,0.01325,0.01325,-0.00625,1.0,0.99948625,1.1,1.1,0.3333333333333333
volatility,71,500,0.41,0.018,0.446,0.41475,0.0195,0.43575,volatility,0.0195,volatility,0.018,0.0195,0.0,0.004,0.0105,0.0065,0.0065,-0.009,0.9996,0.9995535,1.1,1.1,0.3333333333333333
volatility,71,1000,0.416,0.02,0.451,0.41475,0.0195,0.43575,volatility,0.0195,volatility,0.02,0.0195,0.0,0.004,0.01025,0.00625,0.00625,-0.00925,0.999676,0.999572,1.1,1.1,0.3333333333333333
volatility,72,200,0.435,0.02,0.44,0.409,0.02,0.44775,volatility,0.02,volatility,0.02,0.02,0.0,0.015,0.02125,0.00625,0.00625,0.00125,0.9994,0.9989985,1.1,1.1,0.3333333333333333
volatility,72,500,0.404,0.012,0.438,0.409,0.02,0.44775,volatility,0.02,volatility,0.012,0.02,0.0,0.012,0.0115,-0.0005,0.0005,-0.0085,0.999632,0.99956625,1.1,1.1,0.3333333333333333
volatility,72,1000,0.423,0.011,0.44,0.409,0.02,0.44775,volatility,0.02,volatility,0.011,0.02,0.0,0.006,0.00975,0.00375,0.00375,-0.01025,0.99976,0.99947575,1.1,1.1,0.3333333333333333
volatility,73,200,0.38,0.025,0.465,0.4175,0.0175,0.4405,volatility,0.0175,volatility,0.025,0.0175,0.0,0.0,0.01625,0.01625,0.01625,-0.00125,1.0,0.99590975,1.1,1.1,0.3333333333333333
volatility,73,500,0.398,0.018,0.45,0.4175,0.0175,0.4405,volatility,0.0175,volatility,0.018,0.0175,0.0,0.004,0.013,0.009,0.009,-0.0045,0.99984,0.9992485,1.1,1.1,0.3333333333333333
volatility,73,1000,0.413,0.026,0.446,0.4175,0.0175,0.4405,volatility,0.0175,volatility,0.026,0.0175,0.0,0.01,0.00975,-0.00025,0.00025,-0.00775,0.9997,0.999569,1.1,1.1,0.3333333333333333
volatility,74,200,0.405,0.025,0.44,0.41825,0.01825,0.44725,volatility,0.01825,volatility,0.025,0.01825,0.0,0.01,0.01125,0.0012499999999999,0.0012499999999999,-0.0069999999999999,0.9998,0.99932175,1.1,1.1,0.3333333333333333
volatility,74,500,0.424,0.024,0.43,0.41825,0.01825,0.44725,volatility,0.01825,volatility,0.024,0.01825,0.0,0.01,0.01125,0.0012499999999999,0.0012499999999999,-0.0069999999999999,0.999568,0.99933275,1.1,1.1,0.3333333333333333
volatility,74,1000,0.415,0.02,0.421,0.41825,0.01825,0.44725,volatility,0.01825,volatility,0.02,0.01825,0.0,0.008,0.01125,0.0032499999999999,0.0032499999999999,-0.0069999999999999,0.99978,0.9993925,1.1,1.1,0.3333333333333333
volatility,75,200,0.405,0.015,0.45,0.422,0.01675,0.44175,volatility,0.01675,volatility,0.015,0.01675,0.0,0.0,0.012,0.012,0.012,-0.00475,1.0,0.9995445,1.1,1.1,0.3333333333333333
volatility,75,500,0.424,0.014,0.434,0.422,0.01675,0.44175,volatility,0.01675,volatility,0.014,0.01675,0.0,0.0,0.00775,0.00775,0.00775,-0.009,1.0,0.99937475,1.1,1.1,0.3333333333333333
volatility,75,1000,0.429,0.015,0.45,0.422,0.01675,0.44175,volatility,0.01675,volatility,0.015,0.01675,0.0,0.009,0.00825,-0.0007499999999999,0.0007499999999999,-0.0085,0.99958,0.99958475,1.1,1.1,0.3333333333333333
volatility,76,200,0.39,0.02,0.445,0.4115,0.0215,0.443,volatility,0.0215,volatility,0.02,0.0215,0.0,0.0,0.01025,0.01025,0.01025,-0.0112499999999999,1.0,0.99943875,1.1,1.1,0.3333333333333333
volatility,76,500,0.418,0.016,0.456,0.4115,0.0215,0.443,volatility,0.0215,volatility,0.016,0.0215,0.0,0.0,0.009,0.009,0.009,-0.0124999999999999,1.0,0.99944525,1.1,1.1,0.3333333333333333
volatility,76,1000,0.422,0.016,0.448,0.4115,0.0215,0.443,volatility,0.0215,volatility,0.016,0.0215,0.0,0.008,0.0095,0.0014999999999999,0.0014999999999999,-0.0119999999999999,0.99974,0.999484,1.1,1.1,0.3333333333333333
volatility,77,200,0.42,0.025,0.43,0.41825,0.0155,0.44325,volatility,0.0155,volatility,0.025,0.0155,0.0,0.015,0.011,-0.004,0.004,-0.0045,0.999,0.99900575,1.1,1.1,0.3333333333333333
volatility,77,500,0.426,0.018,0.42,0.41825,0.0155,0.44325,volatility,0.0155,volatility,0.018,0.0155,0.0,0.01,0.009,-0.001,0.001,-0.0065,0.999728,0.99933625,1.1,1.1,0.3333333333333333
volatility,77,1000,0.425,0.019,0.427,0.41825,0.0155,0.44325,volatility,0.0155,volatility,0.019,0.0155,0.0,0.01,0.01025,0.00025,0.00025,-0.0052499999999999,0.999712,0.99938375,1.1,1.1,0.3333333333333333
volatility,78,200,0.36,0.01,0.465,0.4135,0.022,0.443,volatility,0.022,volatility,0.01,0.022,0.0,0.0,0.012,0.012,0.012,-0.0099999999999999,1.0,0.99921175,1.1,1.1,0.3333333333333333
volatility,78,500,0.382,0.016,0.444,0.4135,0.022,0.443,volatility,0.022,volatility,0.016,0.022,0.0,0.006,0.01225,0.00625,0.00625,-0.0097499999999999,0.999904,0.9991725,1.1,1.1,0.3333333333333333
volatility,78,1000,0.4,0.021,0.435,0.4135,0.022,0.443,volatility,0.022,volatility,0.021,0.022,0.0,0.007,0.01025,0.00325,0.00325,-0.0117499999999999,0.999796,0.9993015,1.1,1.1,0.3333333333333333
volatility,79,200,0.4,0.015,0.45,0.408,0.01675,0.4465,volatility,0.01675,volatility,0.015,0.01675,0.0,0.0,0.01875,0.01875,0.01875,0.0019999999999999,1.0,0.997818125,1.1,1.1,0.3333333333333333
volatility,79,500,0.414,0.022,0.446,0.408,0.01675,0.4465,volatility,0.01675,volatility,0.022,0.01675,0.0,0.014,0.0105,-0.0034999999999999,0.0034999999999999,-0.00625,0.999616,0.9995925,1.1,1.1,0.3333333333333333
volatility,79,1000,0.409,0.022,0.448,0.408,0.01675,0.4465,volatility,0.01675,volatility,0.022,0.01675,0.0,0.012,0.011,-0.001,0.001,-0.00575,0.999392,0.99961875,1.1,1.1,0.3333333333333333
volatility,80,200,0.36,0.02,0.46,0.41675,0.0195,0.44225,volatility,0.0195,volatility,0.02,0.0195,0.0,0.005,0.022,0.0169999999999999,0.0169999999999999,0.0024999999999999,0.9999,0.99716325,1.1,1.1,0.3333333333333333
volatility,80,500,0.39,0.018,0.462,0.41675,0.0195,0.44225,volatility,0.0195,volatility,0.018,0.0195,0.0,0.012,0.01275,0.0007499999999999,0.0007499999999999,-0.00675,0.999728,0.99919875,1.1,1.1,0.3333333333333333
volatility,80,1000,0.405,0.019,0.457,0.41675,0.0195,0.44225,volatility,0.0195,volatility,0.019,0.0195,0.0,0.01,0.01025,0.00025,0.00025,-0.00925,0.999484,0.999475,1.1,1.1,0.3333333333333333
volatility,81,200,0.39,0.005,0.435,0.4095,0.018,0.44275,volatility,0.018,volatility,0.005,0.018,0.0,0.0,0.0175,0.0175,0.0175,-0.0004999999999999,1.0,0.997035125,1.1,1.1,0.3333333333333333
volatility,81,500,0.42,0.02,0.45,0.4095,0.018,0.44275,volatility,0.018,volatility,0.02,0.018,0.0,0.006,0.01025,0.00425,0.00425,-0.0077499999999999,0.999792,0.999323,1.1,1.1,0.3333333333333333
volatility,81,1000,0.421,0.018,0.444,0.4095,0.018,0.44275,volatility,0.018,volatility,0.018,0.018,0.0,0.007,0.01025,0.00325,0.00325,-0.0077499999999999,0.999772,0.999275,1.1,1.1,0.3333333333333333
volatility,82,200,0.43,0.01,0.485,0.417,0.0185,0.44,volatility,0.0185,volatility,0.01,0.0185,0.0,0.01,0.01725,0.00725,0.00725,-0.0012499999999999,0.9999,0.9985455,1.1,1.1,0.3333333333333333
volatility,82,500,0.422,0.01,0.458,0.417,0.0185,0.44,volatility,0.0185,volatility,0.01,0.0185,0.0,0.002,0.01,0.008,0.008,-0.0084999999999999,0.999904,0.99947025,1.1,1.1,0.3333333333333333
volatility,82,1000,0.409,0.013,0.455,0.417,0.0185,0.44,volatility,0.0185,volatility,0.013,0.0185,0.0,0.006,0.009,0.0029999999999999,0.0029999999999999,-0.0095,0.999912,0.99953925,1.1,1.1,0.3333333333333333
volatility,83,200,0.41,0.015,0.445,0.40875,0.01975,0.44,volatility,0.01975,volatility,0.015,0.01975,0.0,0.0,0.00975,0.00975,0.00975,-0.01,1.0,0.99951575,1.1,1.1,0.3333333333333333
volatility,83,500,0.406,0.022,0.452,0.40875,0.01975,0.44,volatility,0.01975,volatility,0.022,0.01975,0.0,0.006,0.008,0.002,0.002,-0.01175,0.998768,0.99970275,1.1,1.1,0.3333333333333333
volatility,83,1000,0.408,0.017,0.449,0.40875,0.01975,0.44,volatility,0.01975,volatility,0.017,0.01975,0.0,0.005,0.0085,0.0035,0.0035,-0.01125,0.999492,0.99973575,1.1,1.1,0.3333333333333333
volatility,84,200,0.41,0.02,0.43,0.40625,0.01875,0.444,volatility,0.01875,volatility,0.02,0.01875,0.0,0.015,0.012,-0.0029999999999999,0.0029999999999999,-0.0067499999999999,0.9994,0.99966175,1.1,1.1,0.3333333333333333
volatility,84,500,0.428,0.016,0.446,0.40625,0.01875,0.444,volatility,0.01875,volatility,0.016,0.01875,0.0,0.006,0.0105,0.0045,0.0045,-0.0082499999999999,0.999824,0.999624,1.1,1.1,0.3333333333333333
volatility,84,1000,0.421,0.022,0.453,0.40625,0.01875,0.444,volatility,0.01875,volatility,0.022,0.01875,0.0,0.006,0.00975,0.00375,0.00375,-0.009,0.999832,0.99966425,1.1,1.1,0.3333333333333333
volatility,85,200,0.415,0.02,0.47,0.40725,0.02075,0.44775,volatility,0.02075,volatility,0.02,0.02075,0.0,0.0,0.01225,0.01225,0.01225,-0.0085,1.0,0.999003,1.1,1.1,0.3333333333333333
volatility,85,500,0.414,0.022,0.468,0.40725,0.02075,0.44775,volatility,0.02075,volatility,0.022,0.02075,0.0,0.01,0.01075,0.0007499999999999,0.0007499999999999,-0.01,0.999504,0.99929325,1.1,1.1,0.3333333333333333
volatility,85,1000,0.424,0.023,0.455,0.40725,0.02075,0.44775,volatility,0.02075,volatility,0.023,0.02075,0.0,0.009,0.01125,0.00225,0.00225,-0.0095,0.999576,0.99940425,1.1,1.1,0.3333333333333333
volatility,86,200,0.4,0.025,0.425,0.41275,0.01725,0.44475,volatility,0.01725,volatility,0.025,0.01725,0.0,0.0,0.009,0.009,0.009,-0.00825,1.0,0.999485,1.1,1.1,0.3333333333333333
volatility,86,500,0.41,0.018,0.43,0.41275,0.01725,0.44475,volatility,0.01725,volatility,0.018,0.01725,0.0,0.002,0.009,0.0069999999999999,0.0069999999999999,-0.00825,0.999952,0.99950225,1.1,1.1,0.3333333333333333
volatility,86,1000,0.418,0.02,0.439,0.41275,0.01725,0.44475,volatility,0.01725,volatility,0.02,0.01725,0.0,0.004,0.00825,0.00425,0.00425,-0.009,0.999728,0.99953925,1.1,1.1,0.3333333333333333
volatility,87,200,0.37,0.02,0.465,0.415,0.02125,0.438,volatility,0.02125,volatility,0.02,0.02125,0.0,0.0,0.0105,0.0105,0.0105,-0.01075,1.0,0.9993515,1.1,1.1,0.3333333333333333
volatility,87,500,0.416,0.018,0.462,0.415,0.02125,0.438,volatility,0.02125,volatility,0.018,0.02125,0.0,0.002,0.00925,0.0072499999999999,0.0072499999999999,-0.012,0.999984,0.99736675,1.1,1.1,0.3333333333333333
volatility,87,1000,0.411,0.015,0.458,0.415,0.02125,0.438,volatility,0.02125,volatility,0.015,0.02125,0.0,0.002,0.0095,0.0075,0.0075,-0.01175,0.999984,0.996891625,1.1,1.1,0.3333333333333333
volatility,88,200,0.41,0.0,0.465,0.4205,0.02025,0.44475,volatility,0.02025,volatility,0.0,0.02025,0.0,0.0,0.01375,0.01375,0.01375,-0.0065,1.0,0.999309,1.1,1.1,0.3333333333333333
volatility,88,500,0.406,0.014,0.448,0.4205,0.02025,0.44475,volatility,0.02025,volatility,0.014,0.02025,0.0,0.006,0.014,0.008,0.008,-0.00625,0.99984,0.99918425,1.1,1.1,0.3333333333333333
volatility,88,1000,0.41,0.026,0.442,0.4205,0.02025,0.44475,volatility,0.02025,volatility,0.026,0.02025,0.0,0.011,0.01075,-0.00025,0.00025,-0.0095,0.999404,0.99929325,1.1,1.1,0.3333333333333333
volatility,89,200,0.415,0.015,0.445,0.417,0.01775,0.447,volatility,0.01775,volatility,0.015,0.01775,0.0,0.0,0.00925,0.00925,0.00925,-0.0084999999999999,1.0,0.99927125,1.1,1.1,0.3333333333333333
volatility,89,500,0.412,0.026,0.44,0.417,0.01775,0.447,volatility,0.01775,volatility,0.026,0.01775,0.0,0.014,0.00925,-0.00475,0.00475,-0.0084999999999999,0.998528,0.999442,1.1,1.1,0.3333333333333333
volatility,89,1000,0.399,0.023,0.434,0.417,0.01775,0.447,volatility,0.01775,volatility,0.023,0.01775,0.0,0.014,0.01025,-0.00375,0.00375,-0.0074999999999999,0.998904,0.9993735,1.1,1.1,0.3333333333333333
volatility,90,200,0.41,0.025,0.45,0.41925,0.0205,0.4405,volatility,0.0205,volatility,0.025,0.0205,0.0,0.01,0.0155,0.0055,0.0055,-0.005,0.9998,0.99865775,1.1,1.1,0.3333333333333333
volatility,90,500,0.396,0.014,0.446,0.41925,0.0205,0.4405,volatility,0.0205,volatility,0.014,0.0205,0.0,0.006,0.0105,0.0045,0.0045,-0.01,0.999936,0.9993125,1.1,1.1,0.3333333333333333
volatility,90,1000,0.407,0.02,0.45,0.41925,0.0205,0.4405,volatility,0.0205,volatility,0.02,0.0205,0.0,0.007,0.00975,0.00275,0.00275,-0.01075,0.999636,0.999362,1.1,1.1,0.3333333333333333
volatility,91,200,0.395,0.02,0.455,0.417,0.01525,0.45175,volatility,0.01525,volatility,0.02,0.01525,0.0,0.0,0.01575,0.01575,0.01575,0.0005,1.0,0.9987275,1.1,1.1,0.3333333333333333
volatility,91,500,0.412,0.014,0.468,0.417,0.01525,0.45175,volatility,0.01525,volatility,0.014,0.01525,0.0,0.006,0.014,0.008,0.008,-0.0012499999999999,0.999952,0.99939675,1.1,1.1,0.3333333333333333
volatility,91,1000,0.409,0.015,0.452,0.417,0.01525,0.45175,volatility,0.01525,volatility,0.015,0.01525,0.0,0.009,0.01,0.001,0.001,-0.0052499999999999,0.999668,0.9995315,1.1,1.1,0.3333333333333333
volatility,92,200,0.435,0.01,0.445,0.41025,0.02225,0.45175,volatility,0.02225,volatility,0.01,0.02225,0.0,0.0,0.01175,0.01175,0.01175,-0.0104999999999999,1.0,0.9993985,1.1,1.1,0.3333333333333333
volatility,92,500,0.4,0.008,0.442,0.41025,0.02225,0.45175,volatility,0.02225,volatility,0.008,0.02225,0.0,0.004,0.011,0.0069999999999999,0.0069999999999999,-0.01125,0.999968,0.99945125,1.1,1.1,0.3333333333333333
volatility,92,1000,0.411,0.013,0.445,0.41025,0.02225,0.45175,volatility,0.02225,volatility,0.013,0.02225,0.0,0.006,0.01125,0.0052499999999999,0.0052499999999999,-0.011,0.999904,0.9995745,1.1,1.1,0.3333333333333333
volatility,93,200,0.43,0.01,0.445,0.4185,0.0175,0.44325,volatility,0.0175,volatility,0.01,0.0175,0.0,0.005,0.0155,0.0104999999999999,0.0104999999999999,-0.002,0.9998,0.99885225,1.1,1.1,0.3333333333333333
volatility,93,500,0.392,0.008,0.442,0.4185,0.0175,0.44325,volatility,0.0175,volatility,0.008,0.0175,0.0,0.006,0.0105,0.0045,0.0045,-0.007,0.999968,0.99962125,1.1,1.1,0.3333333333333333
volatility,93,1000,0.403,0.015,0.446,0.4185,0.0175,0.44325,volatility,0.0175,volatility,0.015,0.0175,0.0,0.006,0.01,0.004,0.004,-0.0075,0.99972,0.9996275,1.1,1.1,0.3333333333333333
volatility,94,200,0.435,0.025,0.49,0.42125,0.01825,0.44925,volatility,0.01825,volatility,0.025,0.01825,0.0,0.015,0.02725,0.01225,0.01225,0.009,0.9998,0.999102,1.1,1.1,0.3333333333333333
volatility,94,500,0.432,0.016,0.474,0.42125,0.01825,0.44925,volatility,0.01825,volatility,0.016,0.01825,0.0,0.006,0.00975,0.00375,0.00375,-0.0084999999999999,0.999248,0.9995875,1.1,1.1,0.3333333333333333
volatility,94,1000,0.43,0.016,0.466,0.42125,0.01825,0.44925,volatility,0.01825,volatility,0.016,0.01825,0.0,0.007,0.008,0.001,0.001,-0.0102499999999999,0.99964,0.9996595,1.1,1.1,0.3333333333333333
volatility,95,200,0.39,0.015,0.445,0.404,0.01325,0.44875,volatility,0.01325,volatility,0.015,0.01325,0.0,0.0,0.0145,0.0145,0.0145,0.00125,1.0,0.998167,1.1,1.1,0.3333333333333333
volatility,95,500,0.384,0.006,0.448,0.404,0.01325,0.44875,volatility,0.01325,volatility,0.006,0.01325,0.0,0.008,0.0115,0.0034999999999999,0.0034999999999999,-0.0017499999999999,0.999888,0.9992365,1.1,1.1,0.3333333333333333
volatility,95,1000,0.395,0.009,0.447,0.404,0.01325,0.44875,volatility,0.01325,volatility,0.009,0.01325,0.0,0.007,0.0065,-0.0005,0.0005,-0.00675,0.999828,0.999534,1.1,1.1,0.3333333333333333
volatility,96,200,0.45,0.015,0.47,0.41225,0.01275,0.449,volatility,0.01275,volatility,0.015,0.01275,0.0,0.0,0.01975,0.01975,0.01975,0.007,1.0,0.99677075,1.1,1.1,0.3333333333333333
volatility,96,500,0.432,0.024,0.48,0.41225,0.01275,0.449,volatility,0.01275,volatility,0.024,0.01275,0.0,0.016,0.0085,-0.0075,0.0075,-0.0042499999999999,0.999168,0.99956875,1.1,1.1,0.3333333333333333
volatility,96,1000,0.416,0.021,0.472,0.41225,0.01275,0.449,volatility,0.01275,volatility,0.021,0.01275,0.0,0.009,0.009,0.0,0.0,-0.00375,0.999448,0.9995675,1.1,1.1,0.3333333333333333
volatility,97,200,0.335,0.02,0.42,0.41375,0.02025,0.4465,volatility,0.02025,volatility,0.02,0.02025,0.0,0.02,0.0105,-0.0095,0.0095,-0.00975,0.9994,0.99932525,1.1,1.1,0.3333333333333333
volatility,97,500,0.384,0.022,0.43,0.41375,0.02025,0.4465,volatility,0.02025,volatility,0.022,0.02025,0.0,0.012,0.00725,-0.00475,0.00475,-0.013,0.999584,0.9997005,1.1,1.1,0.3333333333333333
volatility,97,1000,0.396,0.018,0.435,0.41375,0.02025,0.4465,volatility,0.02025,volatility,0.018,0.02025,0.0,0.01,0.008,-0.002,0.002,-0.01225,0.99972,0.99964575,1.1,1.1,0.3333333333333333
volatility,98,200,0.425,0.025,0.445,0.40925,0.0235,0.44625,volatility,0.0235,volatility,0.025,0.0235,0.0,0.02,0.01325,-0.00675,0.00675,-0.01025,0.9987,0.999229,1.1,1.1,0.3333333333333333
volatility,98,500,0.43,0.02,0.45,0.40925,0.0235,0.44625,volatility,0.0235,volatility,0.02,0.0235,0.0,0.01,0.01275,0.0027499999999999,0.0027499999999999,-0.01075,0.999392,0.999237,1.1,1.1,0.3333333333333333
volatility,98,1000,0.42,0.02,0.457,0.40925,0.0235,0.44625,volatility,0.0235,volatility,0.02,0.0235,0.0,0.007,0.01275,0.0057499999999999,0.0057499999999999,-0.01075,0.999672,0.9991875,1.1,1.1,0.3333333333333333
volatility,99,200,0.38,0.01,0.43,0.4125,0.02,0.44225,volatility,0.02,volatility,0.01,0.02,0.0,0.0,0.01175,0.01175,0.01175,-0.00825,1.0,0.999668,1.1,1.1,0.3333333333333333
volatility,99,500,0.38,0.01,0.454,0.4125,0.02,0.44225,volatility,0.02,volatility,0.01,0.02,0.0,0.004,0.01,0.006,0.006,-0.01,0.999984,0.99954625,1.1,1.1,0.3333333333333333
volatility,99,1000,0.392,0.014,0.456,0.4125,0.02,0.44225,volatility,0.02,volatility,0.014,0.02,0.0,0.007,0.00725,0.00025,0.00025,-0.01275,0.999604,0.9997315,1.1,1.1,0.3333333333333333
volatility,100,200,0.4,0.005,0.425,0.4125,0.0185,0.447,volatility,0.0185,volatility,0.005,0.0185,0.0,0.0,0.013,0.013,0.013,-0.0055,1.0,0.9991465,1.1,1.1,0.3333333333333333
volatility,100,500,0.416,0.006,0.44,0.4125,0.0185,0.447,volatility,0.0185,volatility,0.006,0.0185,0.0,0.004,0.01,0.006,0.006,-0.0084999999999999,0.999856,0.99939425,1.1,1.1,0.3333333333333333
volatility,100,1000,0.416,0.016,0.45,0.4125,0.0185,0.447,volatility,0.0185,volatility,0.016,0.0185,0.0,0.006,0.01025,0.00425,0.00425,-0.0082499999999999,0.999696,0.99949225,1.1,1.1,0.3333333333333333
volatility,101,200,0.42,0.005,0.435,0.41,0.0155,0.44875,volatility,0.0155,volatility,0.005,0.0155,0.0,0.0,0.0135,0.0135,0.0135,-0.002,1.0,0.99933025,1.1,1.1,0.3333333333333333
volatility,101,500,0.408,0.016,0.432,0.41,0.0155,0.44875,volatility,0.0155,volatility,0.016,0.0155,0.0,0.006,0.0105,0.0045,0.0045,-0.0049999999999999,0.999952,0.99962,1.1,1.1,0.3333333333333333
volatility,101,1000,0.406,0.018,0.438,0.41,0.0155,0.44875,volatility,0.0155,volatility,0.018,0.0155,0.0,0.01,0.00825,-0.0017499999999999,0.0017499999999999,-0.0072499999999999,0.999252,0.9997025,1.1,1.1,0.3333333333333333
volatility,102,200,0.405,0.02,0.43,0.41575,0.01825,0.4425,volatility,0.01825,volatility,0.02,0.01825,0.0,0.01,0.0155,0.0055,0.0055,-0.0027499999999999,0.9999,0.9986645,1.1,1.1,0.3333333333333333
volatility,102,500,0.422,0.026,0.418,0.41575,0.01825,0.4425,volatility,0.01825,volatility,0.026,0.01825,0.0,0.008,0.01125,0.0032499999999999,0.0032499999999999,-0.0069999999999999,0.999152,0.99942825,1.1,1.1,0.3333333333333333
volatility,102,1000,0.41,0.019,0.432,0.41575,0.01825,0.4425,volatility,0.01825,volatility,0.019,0.01825,0.0,0.005,0.01025,0.00525,0.00525,-0.0079999999999999,0.999684,0.99951775,1.1,1.1,0.3333333333333333
volatility,103,200,0.365,0.015,0.415,0.409,0.0195,0.455,volatility,0.0195,volatility,0.015,0.0195,0.0,0.005,0.018,0.0129999999999999,0.0129999999999999,-0.0015,0.9994,0.99895425,1.1,1.1,0.3333333333333333
volatility,103,500,0.406,0.018,0.432,0.409,0.0195,0.455,volatility,0.0195,volatility,0.018,0.0195,0.0,0.016,0.01125,-0.00475,0.00475,-0.00825,0.99928,0.99939675,1.1,1.1,0.3333333333333333
volatility,103,1000,0.415,0.017,0.435,0.409,0.0195,0.455,volatility,0.0195,volatility,0.017,0.0195,0.0,0.011,0.01025,-0.0007499999999999,0.0007499999999999,-0.00925,0.99942,0.999484,1.1,1.1,0.3333333333333333
volatility,104,200,0.4,0.01,0.465,0.4045,0.01575,0.4405,volatility,0.01575,volatility,0.01,0.01575,0.0,0.01,0.00875,-0.0012499999999999,0.0012499999999999,-0.0069999999999999,0.9997,0.99969075,1.1,1.1,0.3333333333333333
volatility,104,500,0.4,0.014,0.47,0.4045,0.01575,0.4405,volatility,0.01575,volatility,0.014,0.01575,0.0,0.006,0.009,0.0029999999999999,0.0029999999999999,-0.00675,0.999728,0.99962725,1.1,1.1,0.3333333333333333
